ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,2,185116.0,79700.0,512.69,martes,02/28/2023 08:15:00 PM,21.13
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077016.0,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023,2,6539.0,2563.0,39.68,domingo,02/15/2023 07:15:00 PM,8.27
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2023,2,4302.0,2008.0,63.36,sábado,02/18/2023 07:00:00 PM,8.0
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,2,88854.0,26915.0,254.81,lunes,02/20/2023 07:15:00 PM,16.15
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005.0,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,2,11318.0,5612.0,67.2,sábado,02/11/2023 07:15:00 PM,7.31
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099030.0,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023,2,7573.0,3320.0,35.19,viernes,02/03/2023 05:45:00 PM,9.57
27.0,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002.0,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,2,2032.0,663.0,17.86,lunes,02/13/2023 06:30:00 PM,5.07
27.0,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,2,65461.0,37421.0,207.64,martes,02/28/2023 01:00:00 PM,20.3
27.0,CHOCÓ,27372,JURADÓ,27372000.0,JURADÓ (JURADÓ - CHOCÓ),2023,2,158692.0,65712.0,322.4,jueves,02/09/2023 07:45:00 PM,23.43
27.0,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,2,16021.0,8377.0,64.0,jueves,02/02/2023 07:15:00 PM,12.37
27.0,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008.0,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,2,477.0,198.0,15.29,sábado,02/25/2023 07:15:00 PM,1.23
27.0,CHOCÓ,27450,MEDIO SAN JUAN,27450016.0,MACEDONIA (MEDIO SAN JUAN - CHOCÓ),2023,2,0.0,0.0,0.0,miércoles,02/01/2023 12:00:00 AM,0.0
27.0,CHOCÓ,27495,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2023,2,626.0,338.0,7.01,viernes,02/10/2023 09:15:00 AM,5.24
27.0,CHOCÓ,27495,NUQUÍ,27495003.0,JURUBIRA (NUQUÍ - CHOCÓ),2023,2,15883.0,7758.0,61.15,miércoles,02/01/2023 07:15:00 PM,12.3
27.0,CHOCÓ,27001,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2023,2,8980.0,3268.0,50.76,domingo,02/26/2023 02:00:00 PM,8.34
27.0,CHOCÓ,27615,RIOSUCIO,27615912.0,MARCIAL (RIOSUCIO - CHOCÓ),2023,2,0.0,0.0,0.0,miércoles,02/01/2023 12:00:00 AM,0.0
27.0,CHOCÓ,27615,RIOSUCIO,27615930.0,PEÑAS BLANCAS (RIOSUCIO - CHOCÓ),2023,2,20.0,7.0,1.59,domingo,02/26/2023 08:00:00 PM,0.0
27.0,CHOCÓ,27800,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023,2,20033.0,8171.0,78.98,jueves,02/23/2023 07:45:00 PM,11.03
27.0,CHOCÓ,27800,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023,2,15726.0,3837.0,91.96,viernes,02/24/2023 08:45:00 PM,9.04
27.0,CHOCÓ,27800,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023,2,383819.0,136573.0,821.57,jueves,02/09/2023 09:15:00 PM,22.18
94.0,GUAINÍA,94343,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2023,2,59800.0,16912.0,187.39,miércoles,02/15/2023 07:00:00 PM,16.04
95.0,GUAVIARE,95200,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023,2,75587.0,24768.0,201.96,viernes,02/03/2023 07:00:00 PM,17.45
44.0,LA GUAJIRA,44847,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2023,2,59448.0,11174.0,300.29,martes,02/28/2023 06:45:00 PM,10.29
47.0,MAGDALENA,47189,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023,2,90744.0,33211.0,203.14,domingo,02/12/2023 06:45:00 PM,23.26
52.0,NARIÑO,52250,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2023,2,20734.0,7517.0,91.2,viernes,02/10/2023 07:30:00 PM,9.36
52.0,NARIÑO,52250,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023,2,3442.0,2679.0,23.71,viernes,02/10/2023 07:45:00 PM,6.34
52.0,NARIÑO,52250,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2023,2,10590.0,3974.0,56.0,miércoles,02/01/2023 07:00:00 PM,8.57
52.0,NARIÑO,52520,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023,2,1004.0,617.0,24.8,domingo,02/26/2023 12:15:00 PM,1.59
52.0,NARIÑO,52390,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2023,2,2089.0,675.0,11.87,martes,02/21/2023 03:45:00 PM,8.55
52.0,NARIÑO,52390,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2023,2,5973.0,2187.0,42.66,jueves,02/23/2023 07:45:00 PM,7.21
52.0,NARIÑO,52390,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2023,2,4165.0,2330.0,37.76,viernes,02/10/2023 06:45:00 PM,6.36
52.0,NARIÑO,52427,MAGÜÍ,52427901.0,ALTO ESTERO (MAGÜÍ - NARIÑO),2023,2,660.0,191.0,13.33,miércoles,02/01/2023 07:30:00 PM,2.01
52.0,NARIÑO,52427,MAGÜÍ,52427015.0,BRISAS DE HAMBURGO (MAGÜÍ - NARIÑO),2023,2,1992.0,660.0,21.69,martes,02/28/2023 08:00:00 PM,4.23
52.0,NARIÑO,52427,MAGÜÍ,52427913.0,LA ISLA (MAGÜÍ - NARIÑO),2023,2,129.0,62.0,6.55,sábado,02/25/2023 08:45:00 PM,78.0
52.0,NARIÑO,52427,MAGÜÍ,52427013.0,LA LOMA (MAGÜÍ - NARIÑO),2023,2,575.0,170.0,7.04,martes,02/21/2023 07:15:00 PM,3.28
52.0,NARIÑO,52427,MAGÜÍ,52427915.0,LAS LAJAS (MAGÜÍ - NARIÑO),2023,2,2569.0,774.0,18.31,sábado,02/17/2023 07:30:00 PM,6.15
52.0,NARIÑO,52490,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,2,2493.0,688.0,18.62,martes,02/28/2023 07:30:00 PM,6.17
52.0,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2023,2,8340.0,3293.0,55.2,domingo,02/26/2023 11:30:00 AM,7.11
52.0,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,2,2680.0,4713.0,22.34,lunes,02/27/2023 07:30:00 PM,5.28
52.0,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,2,2707.0,1260.0,13.85,martes,02/21/2023 06:00:00 PM,8.37
86.0,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009.0,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,2,2705.0,1540.0,25.6,sábado,02/04/2023 06:00:00 PM,5.23
86.0,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000.0,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,2,713026.0,246235.0,1941.81,lunes,02/27/2023 03:45:00 PM,22.29
76.0,VALLE DEL CAUCA,76109,BUENAVENTURA,76109069.0,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2023,2,9126.0,354.0,45.81,viernes,02/24/2023 07:45:00 PM,9.02
76.0,VALLE DEL CAUCA,76109,BUENAVENTURA,76109105.0,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2023,2,4004.0,684.0,16.36,domingo,02/26/2023 01:15:00 PM,11.0
76.0,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,2,95317.0,32134.0,212.61,jueves,02/23/2023 07:45:00 PM,23.06
76.0,VALLE DEL CAUCA,76109,BUENAVENTURA,76109030.0,PUNTA SOLDADO (BUENAVENTURA - VALLE DEL CAUCA),2023,2,3594.0,1357.0,23.1,miércoles,02/22/2023 07:45:00 PM,9.55
76.0,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,2,5003.0,2109.0,33.89,sábado,02/18/2023 11:45:00 AM,6.48
97.0,VAUPÉS,97161,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2023,2,19177.0,7797.0,93.54,sábado,02/25/2023 06:45:00 PM,9.26
97.0,VAUPÉS,97001,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2023,2,1257402.0,353503.0,2811.97,viernes,02/03/2023 12:00:00 PM,24.0
97.0,VAUPÉS,97666,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2023,2,27764.0,8917.0,116.25,martes,02/28/2023 07:30:00 PM,11.05
99.0,VICHADA,99773,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2023,2,317052.0,129232.0,679.8,viernes,02/10/2023 03:00:00 PM,23.58
99.0,VICHADA,99524,LA PRIMAVERA,99524000.0,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2023,2,341866.0,138649.0,703.82,lunes,02/27/2023 03:30:00 PM,24.0
99.0,VICHADA,99001,PUERTO CARREÑO,99001002.0,CASUARITO (PUERTO CARREÑO - VICHADA),2023,2,33007.0,12054.0,109.65,lunes,02/27/2023 01:45:00 PM,14.03
99.0,VICHADA,99001,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,2,2304587.0,753201.0,4727.36,martes,02/28/2023 01:15:00 PM,24.0
99.0,VICHADA,99624,SANTA ROSALÍA,99624000.0,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2023,2,96580.0,47.0,369.7,martes,02/14/2023 08:45:00 PM,17.47
91.0,AMAZONAS,91001,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2023,1,3696988.0,1065327.0,7132.96,viernes,01/27/2023 02:45:00 PM,24.0
91.0,AMAZONAS,91540,PUERTO NARIÑO,91540000.0,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2023,1,112349.0,39609.0,228.98,martes,01/24/2023 07:30:00 PM,23.59
91.0,AMAZONAS,91798,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023,1,26553.0,11970.0,96.94,martes,01/03/2023 02:45:00 PM,10.19
5.0,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023,1,5368.0,870.0,41.22,lunes,01/16/2023 08:00:00 PM,6.36
88.0,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000.0,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023,1,1089078.0,237865.0,1778.95,lunes,01/30/2023 09:45:00 PM,23.5
88.0,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023,1,16731637.0,4600321.0,28229.7,lunes,01/02/2023 03:45:00 PM,24.0
13.0,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,1,37775.0,22357.0,230.05,miércoles,01/04/2023 10:30:00 PM,6.49
13.0,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037.0,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023,1,6927.0,2640.0,20.83,domingo,01/08/2023 12:00:00 AM,15.0
13.0,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,1,7041.0,2223.0,38.98,martes,01/10/2023 08:30:00 PM,7.56
18.0,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001.0,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,1,16274.0,6186.0,99.35,lunes,01/30/2023 07:00:00 PM,7.02
18.0,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150002.0,SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,1,3572.0,1792.0,39.08,martes,01/24/2023 06:45:00 PM,3.52
18.0,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,1,15622.0,6107.0,41.35,sábado,01/28/2023 07:15:00 PM,18.56
18.0,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015.0,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,1,5548.0,2721.0,43.18,sábado,01/07/2023 07:00:00 PM,5.29
18.0,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009.0,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,1,6443.0,2704.0,51.44,viernes,01/06/2023 07:30:00 PM,6.27
19.0,CAUCA,19318,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2023,1,8296.0,3957.0,46.45,jueves,01/26/2023 05:30:00 PM,9.02
19.0,CAUCA,19318,GUAPI,19318013.0,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2023,1,8150.0,4116.0,57.37,viernes,01/20/2023 08:00:00 PM,6.07
19.0,CAUCA,19418,LÓPEZ DE MICAY,19418011.0,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2023,1,0.0,0.0,0.0,domingo,01/01/2023 12:00:00 AM,0.0
19.0,CAUCA,19418,LÓPEZ DE MICAY,19418038.0,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023,1,3283.0,1589.0,28.35,sábado,01/14/2023 07:45:00 PM,4.51
19.0,CAUCA,19418,LÓPEZ DE MICAY,19418012.0,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2023,1,5158.0,1565.0,44.9,miércoles,01/25/2023 07:30:00 PM,4.41
19.0,CAUCA,19809,TIMBIQUÍ,19809014.0,CHACÓN (TIMBIQUÍ - CAUCA),2023,1,4119.0,1176.0,26.45,sábado,01/21/2023 06:45:00 PM,6.24
19.0,CAUCA,19809,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2023,1,5774.0,4084.0,31.48,martes,01/31/2023 07:45:00 PM,7.1
19.0,CAUCA,19809,TIMBIQUÍ,19809026.0,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023,1,8959.0,3905.0,40.08,viernes,01/06/2023 06:45:00 PM,9.07
19.0,CAUCA,19809,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023,1,24263.0,8129.0,163.33,domingo,01/22/2023 07:30:00 PM,5.45
19.0,CAUCA,19809,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023,1,3474.0,1741.0,20.69,martes,01/31/2023 07:15:00 PM,6.48
27.0,CHOCÓ,27006,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2023,1,631527.0,201731.0,1257.87,sábado,01/28/2023 08:30:00 PM,23.24
27.0,CHOCÓ,27006,ACANDÍ,27006007.0,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023,1,27055.0,9744.0,136.94,sábado,01/07/2023 08:00:00 PM,9.19
27.0,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2023,1,44275.0,15316.0,139.04,jueves,01/26/2023 07:15:00 PM,21.23
27.0,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023,1,167506.0,64436.0,358.78,jueves,01/05/2023 07:15:00 PM,23.18
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077029.0,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,1,980.0,286.0,7.65,jueves,01/12/2023 06:45:00 PM,5.3
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077026.0,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,1,6212.0,2935.0,37.89,miércoles,01/25/2023 08:00:00 PM,7.44
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077011.0,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,1,4514.0,2299.0,41.6,viernes,01/06/2023 06:15:00 PM,5.43
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,1,217404.0,95152.0,435.07,viernes,01/06/2023 06:45:00 PM,23.1
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077016.0,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023,1,7301.0,2902.0,40.14,sábado,01/07/2023 07:15:00 PM,8.34
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2023,1,2410.0,1042.0,25.65,sábado,01/14/2023 07:15:00 PM,4.01
27.0,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077019.0,VIRUDO,2023,1,5040.0,2511.0,53.93,martes,01/10/2023 12:15:00 PM,6.34
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,1,89090.0,26099.0,244.35,sábado,01/28/2023 07:45:00 PM,15.15
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005.0,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,1,12867.0,6506.0,67.2,domingo,01/29/2023 07:30:00 PM,7.4
27.0,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099030.0,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023,1,7605.0,3438.0,32.95,viernes,01/27/2023 07:30:00 PM,9.25
27.0,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002.0,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,1,2467.0,841.0,17.79,lunes,01/09/2023 06:45:00 PM,5.42
27.0,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,1,59896.0,35133.0,180.97,miércoles,01/18/2023 08:00:00 AM,19.08
27.0,CHOCÓ,27361,ISTMINA,27361021.0,PANAMACITO,2023,1,1792.0,267.0,10.19,martes,01/24/2023 07:30:00 PM,6.19
27.0,CHOCÓ,27372,JURADÓ,27372000.0,JURADÓ (JURADÓ - CHOCÓ),2023,1,166004.0,69350.0,302.56,lunes,01/30/2023 07:00:00 PM,23.45
27.0,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,1,15239.0,9097.0,56.0,miércoles,01/18/2023 12:15:00 PM,12.15
27.0,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008.0,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,1,1.0,0.0,2.54,domingo,01/29/2023 10:30:00 AM,0.0
27.0,CHOCÓ,27450,MEDIO SAN JUAN,27450903.0,LA LERMA,2023,1,1043.0,201.0,6.39,domingo,01/08/2023 05:45:00 PM,6.55
27.0,CHOCÓ,27450,MEDIO SAN JUAN,27450016.0,MACEDONIA (MEDIO SAN JUAN - CHOCÓ),2023,1,0.0,0.0,0.0,domingo,01/01/2023 12:00:00 AM,0.0
27.0,CHOCÓ,27495,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2023,1,6151.0,1683.0,11.38,lunes,01/02/2023 02:00:00 PM,21.02
27.0,CHOCÓ,27495,NUQUÍ,27495003.0,JURUBIRA (NUQUÍ - CHOCÓ),2023,1,18367.0,7963.0,63.02,martes,01/24/2023 09:30:00 PM,13.17
27.0,CHOCÓ,27001,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2023,1,8850.0,3337.0,45.6,miércoles,01/25/2023 01:30:00 PM,8.15
27.0,CHOCÓ,27615,RIOSUCIO,27615912.0,MARCIAL (RIOSUCIO - CHOCÓ),2023,1,60.0,31.0,5.07,domingo,01/01/2023 08:00:00 AM,0.25
27.0,CHOCÓ,27615,RIOSUCIO,27615930.0,PEÑAS BLANCAS (RIOSUCIO - CHOCÓ),2023,1,0.0,0.0,0.0,domingo,01/01/2023 12:00:00 AM,0.0
27.0,CHOCÓ,27800,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023,1,21446.0,8320.0,82.81,sábado,01/07/2023 08:15:00 PM,11.07
27.0,CHOCÓ,27800,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023,1,16014.0,3835.0,89.14,viernes,01/06/2023 08:00:00 PM,8.26
27.0,CHOCÓ,27800,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023,1,402169.0,139811.0,796.22,martes,01/31/2023 08:30:00 PM,22.21
94.0,GUAINÍA,94343,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2023,1,61606.0,18107.0,172.1,lunes,01/30/2023 01:45:00 PM,16.14
95.0,GUAVIARE,95200,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023,1,76527.0,25343.0,182.16,jueves,01/26/2023 06:45:00 PM,18.07
44.0,LA GUAJIRA,44847,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2023,1,58763.0,11066.0,293.71,lunes,01/23/2023 07:00:00 PM,9.45
47.0,MAGDALENA,47189,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023,1,97367.0,36737.0,184.06,martes,01/17/2023 06:30:00 PM,23.2
50.0,META,50325,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2023,1,162306.0,63555.0,316.8,lunes,01/16/2023 06:45:00 PM,23.51
52.0,NARIÑO,52250,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2023,1,13097.0,5010.0,105.6,miércoles,01/04/2023 07:00:00 PM,5.33
52.0,NARIÑO,52250,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023,1,2668.0,1451.0,25.25,lunes,01/16/2023 07:45:00 PM,4.24
52.0,NARIÑO,52250,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2023,1,9462.0,3292.0,56.0,lunes,01/09/2023 05:00:00 PM,6.54
52.0,NARIÑO,52520,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023,1,1.0,1.0,4.29,martes,01/31/2023 01:00:00 PM,0.0
52.0,NARIÑO,52390,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2023,1,2163.0,511.0,9.92,jueves,01/19/2023 06:30:00 PM,8.25
52.0,NARIÑO,52390,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2023,1,5747.0,1820.0,42.62,martes,01/17/2023 06:45:00 PM,6.39
52.0,NARIÑO,52390,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2023,1,5525.0,3197.0,34.4,miércoles,01/25/2023 07:15:00 PM,7.49
52.0,NARIÑO,52427,MAGÜÍ,52427901.0,ALTO ESTERO (MAGÜÍ - NARIÑO),2023,1,1231.0,389.0,13.48,sábado,01/14/2023 07:15:00 PM,3.21
52.0,NARIÑO,52427,MAGÜÍ,52427015.0,BRISAS DE HAMBURGO (MAGÜÍ - NARIÑO),2023,1,335.0,107.0,19.16,lunes,01/30/2023 08:00:00 PM,0.4
52.0,NARIÑO,52427,MAGÜÍ,52427910.0,EL ROSARIO,2023,1,68.0,19.0,9.78,domingo,01/01/2023 12:00:00 AM,0.15
52.0,NARIÑO,52427,MAGÜÍ,52427005.0,GUILPI,2023,1,560.0,293.0,9.44,jueves,01/12/2023 07:00:00 PM,2.14
52.0,NARIÑO,52427,MAGÜÍ,52427013.0,LA LOMA (MAGÜÍ - NARIÑO),2023,1,214.0,77.0,7.37,jueves,01/05/2023 07:45:00 PM,1.04
52.0,NARIÑO,52490,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,1,2697.0,750.0,16.34,jueves,01/26/2023 07:15:00 PM,6.15
52.0,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2023,1,4078.0,1550.0,57.6,sábado,01/07/2023 07:00:00 PM,3.11
52.0,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,1,3243.0,5880.0,22.08,martes,01/24/2023 07:00:00 PM,6.03
52.0,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,1,3516.0,1230.0,17.4,domingo,01/22/2023 08:15:00 PM,9.17
