,ID MUNICIPIO,LATITUD,LONGITUD
312,15837,5.678126998,-73.17343053
313,15839,6.078051903,-72.85707832
314,15842,5.217241368,-73.46338477
315,15861,5.383385481,-73.52097942
316,15879,5.440558216,-73.26627456
317,15897,5.285635983,-73.16763091
318,17001,5.08343301,-75.50727881
319,17013,5.616204006,-75.4554471
320,17042,5.20029922,-75.75289078
321,17050,5.265539969,-75.47392619
322,17088,4.99467728,-75.81225989
323,17174,4.974340569,-75.65954686
324,17272,5.285743777,-75.58978784
325,17380,5.410515691,-74.72114262
326,17388,5.393185716,-75.55791071
327,17433,5.23295391,-75.15263447
328,17442,5.492632029,-75.60209955
329,17444,5.309142491,-75.04117892
330,17446,5.235585244,-75.28316648
331,17486,5.183358589,-75.50692977
332,17495,5.638062349,-74.85492707
333,17513,5.500035035,-75.48245057
334,17524,5.050342543,-75.66176266
335,17541,5.407187836,-75.16683996
336,17614,5.442275418,-75.75220499
337,17616,5.097563816,-75.73335166
338,17653,5.370332425,-75.40962177
339,17662,5.519692873,-74.99718577
340,17665,5.083424513,-75.8101789
341,17777,5.45295802,-75.64035705
342,17867,5.447542859,-74.83622502
343,17873,4.940211591,-75.43544014
344,17877,5.047822054,-75.879297
345,18001,1.749138704,-75.55823906
346,18029,1.22786549,-75.88232651
347,18094,1.536174657,-75.90947504
348,18150,0.647693081,-74.27235499
349,18205,1.115379292,-75.97328452
350,18247,1.713734697,-75.26878109
351,18256,1.476630016,-75.20231825
352,18410,1.302860442,-75.23572732
353,18460,1.146692554,-75.38664764
354,18479,1.38299611,-75.67381123
355,18592,2.018940891,-75.07308627
356,18610,1.304702314,-76.11000594
357,18753,1.308465061,-74.19746971
358,18756,0.096131862,-72.32036402
359,18785,0.943939454,-75.64668544
360,18860,1.07534915,-75.73779004
361,19001,2.471704362,-76.59194419
362,19022,1.912440521,-76.83494519
363,19050,2.329337283,-77.26314906
364,19075,2.084732945,-77.2088133
365,19100,1.853951938,-76.96337454
366,19110,2.988923885,-76.62158951
367,19130,2.643209848,-76.70138914
368,19137,2.803845691,-76.42719377
369,19142,3.062875557,-76.32127977
370,19212,3.136753606,-76.20964569
371,19256,2.534488312,-77.00511207
372,19290,1.69453474,-77.08735723
373,19300,3.144389993,-76.39234811
374,19318,2.41326696,-77.69047531
375,19355,2.499058783,-76.13762531
376,19364,2.84981013,-76.31124919
377,19392,2.187473572,-76.78228032
378,19397,2.053933426,-76.7588062
379,19418,2.95819877,-77.24212158
380,19450,1.793825164,-77.18060381
381,19455,3.228235212,-76.21670827
382,19473,2.773663981,-76.74605152
383,19513,3.194730618,-76.3362418
384,19517,2.733887702,-75.99368264
385,19532,2.157983906,-77.0465762
386,19533,1.054128816,-76.4443271
387,19548,2.702420026,-76.53770455
388,19573,3.266724205,-76.41846353
389,19585,2.262153618,-76.44826938
390,19622,2.260421954,-76.74582033
391,19693,1.856261815,-76.71652424
392,19698,2.984467338,-76.49873145
393,19701,1.52002179,-76.53876281
394,19743,2.651291894,-76.35057356
395,19760,2.231820541,-76.61146633
396,19780,2.936865997,-76.7458243
397,19785,2.057735184,-76.90993965
398,19807,2.369625312,-76.71051932
399,19809,2.699475127,-77.49131577
400,19821,2.975771999,-76.20331566
401,19824,2.475213085,-76.39675937
402,19845,3.180627317,-76.46445558
403,20001,10.21890277,-73.45784764
404,20011,8.248735219,-73.6227405
405,20013,9.949215908,-73.22358244
406,20032,9.510727925,-73.94214641
407,20045,9.727732939,-73.25250522
408,20060,9.946391309,-73.86628815
409,20175,9.27797765,-73.84697903
410,20178,9.426648354,-73.54797894
411,20228,9.238771332,-73.48810861
412,20238,10.19995356,-73.91282064
413,20250,9.683474681,-73.73833778
414,20295,8.337726622,-73.70649199
415,20310,8.405516522,-73.37537309
416,20383,8.588002247,-73.61602384
417,20400,9.52099808,-73.32249338
418,20443,10.38027852,-73.00706275
419,20517,8.938916143,-73.57247213
420,20550,8.764116734,-73.63295546
421,20570,10.41736874,-73.61450632
422,20614,8.201070245,-73.48750127
423,20621,10.24440562,-73.07824569
424,20710,7.769815987,-73.47218888
425,20750,10.16952712,-73.2879827
426,20770,7.937788454,-73.54436312
427,20787,8.902075012,-73.7633962
428,23001,8.584698016,-75.95055079
429,23068,8.265768688,-75.04868436
430,23079,8.191397953,-75.43382532
431,23090,8.7240958,-76.23779081
432,23162,8.895667051,-75.87842391
433,23168,9.11024941,-75.65237351
434,23182,9.053287104,-75.37387363
435,23189,8.841811894,-75.60779829
436,23300,9.071460219,-75.75459276
437,23350,8.052218422,-75.28816022
438,23417,9.165034998,-75.90978124
439,23419,8.823307063,-76.3430552
440,23464,9.265461621,-75.65090876
441,23466,7.866432635,-75.87533926
442,23500,9.190515343,-76.11931709
443,23555,8.181108488,-75.68923803
444,23570,8.481339568,-75.40516154
445,23574,8.988667731,-76.19405912
446,23580,7.711515736,-75.77123224
447,23586,9.282386127,-75.72129392
448,23660,8.799007016,-75.42925664
449,23670,9.121296353,-75.52091711
450,23672,9.359667489,-75.78700252
451,23675,9.330098329,-75.97623858
452,23678,8.706464263,-75.69251825
453,23682,7.753054395,-75.5672474
454,23686,8.987777392,-75.90958771
455,23807,7.813896829,-76.16846678
456,23815,9.224630803,-75.54410593
457,23855,8.219904128,-76.2213286
458,25001,4.372744676,-74.67111051
459,25019,4.891121638,-74.44278432
460,25035,4.559962881,-74.5256953
461,25040,4.789313614,-74.46194256
462,25053,4.232786985,-74.39576291
463,25086,4.791721105,-74.71491399
464,25095,4.847821091,-74.52862766
465,25099,4.705576252,-74.3354077
466,25120,3.91861924,-74.44615606
467,25123,4.723063341,-74.45919528
468,25126,4.930402779,-74.02985115
469,25148,5.381501399,-74.52123595
470,25151,4.402259457,-73.94482435
471,25154,5.338856556,-73.92614817
472,25168,4.95425175,-74.63090139
473,25175,4.857823671,-74.03809539
474,25178,4.463746629,-74.04605246
475,25181,4.578183896,-73.95290054
476,25183,5.118419271,-73.68068583
477,25200,5.103127532,-73.97536559
478,25214,4.76754674,-74.1415583
479,25224,5.230308105,-73.78001885
480,25245,4.556947085,-74.42658478
481,25258,5.261728244,-74.30830564
482,25260,4.879723016,-74.23802273
483,25269,4.834052334,-74.3380229
484,25279,4.528568462,-73.79705267
485,25281,4.316280072,-73.95286784
486,25286,4.743996711,-74.19865992
487,25288,5.416288902,-73.77059829
488,25290,4.323534028,-74.38859114
489,25293,4.65495513,-73.51055381
490,25295,5.01001953,-73.87671759
491,25297,4.867551134,-73.61773287
492,25299,4.723573464,-73.60054441
493,25307,4.338154518,-74.81143922
494,25312,4.523484884,-74.33724619
495,25317,5.387291542,-73.69328234
496,25320,5.173554764,-74.64014651
497,25322,4.801276832,-73.84643485
498,25324,4.516381655,-74.78257788
499,25326,4.91158717,-73.78648564
500,25328,4.866310254,-74.4767709
501,25335,4.231875945,-73.83543981
502,25339,4.166089563,-74.0246527
503,25368,4.571350254,-74.68915854
504,25372,4.705170789,-73.69247873
505,25377,4.700785443,-73.92939921
506,25386,4.650773167,-74.47321717
507,25394,5.333400646,-74.40807863
508,25398,5.20459882,-74.40786611
509,25402,4.978619842,-74.33936061
510,25407,5.303637171,-73.68153228
511,25426,5.040349198,-73.61738241
512,25430,4.75156751,-74.2896305
513,25436,4.976881151,-73.56313741
514,25438,4.484437919,-73.40598487
515,25473,4.672714223,-74.23573194
516,25483,4.407952015,-74.80565317
517,25486,5.093705358,-73.88380238
518,25488,4.294780933,-74.614695
519,25489,5.121445325,-74.39737048
520,25491,5.066110761,-74.38975476
521,25506,4.063342074,-74.45259796
522,25513,5.168367634,-74.16336544
523,25518,5.387647345,-74.16395696
524,25524,4.180497268,-74.4711213
525,25530,4.368158959,-73.2416614
526,25535,4.293733611,-74.27396924
527,25572,5.619752748,-74.5801923
528,25580,4.691336253,-74.68074404
529,25592,5.09998103,-74.4945107
530,25594,4.334589044,-73.85264561
531,25596,4.726907976,-74.55359926
532,25599,4.537711619,-74.59124656
533,25612,4.307363489,-74.72943403
534,25645,4.599741357,-74.34490342
535,25649,4.140958464,-74.35397692
536,25653,5.314600423,-74.07232077
537,25658,4.964100703,-74.27217129
538,25662,4.814537831,-74.61525985
539,25718,4.946805263,-74.41230921
540,25736,5.000633875,-73.77206544
541,25740,4.465970004,-74.26328963
542,25743,4.436967141,-74.37050903
543,25745,5.509773128,-73.84519164
544,25754,4.581866267,-74.24029696
545,25758,4.888060112,-73.96587528
546,25769,4.970358034,-74.15689923
547,25772,5.122728461,-73.82427313
548,25777,5.061692703,-74.23138328
549,25779,5.440092358,-73.82392529
550,25781,5.242909347,-73.85540343
551,25785,4.951520046,-74.08449648
552,25793,5.170527212,-73.95819594
553,25797,4.666608192,-74.36764956
554,25799,4.838548601,-74.14680287
555,25805,4.321357899,-74.48667274
556,25807,5.084102682,-73.51362546
557,25815,4.452072974,-74.64864406
558,25817,4.968852913,-73.92887021
559,25823,5.355688386,-74.28963994
560,25839,4.803805182,-73.47654604
561,25841,4.500754182,-73.97564545
562,25843,5.316080652,-73.82010566
563,25845,4.244611163,-74.11187304
564,25851,5.192795708,-74.47780003
565,25862,5.131267542,-74.30979229
566,25867,4.914040619,-74.54936655
567,25871,5.270694636,-74.19074375
568,25873,5.227298709,-73.57725921
569,25875,5.011670402,-74.48764746
570,25878,4.436054105,-74.48543339
571,25885,5.591910157,-74.36480865
572,25898,4.75432173,-74.38673444
573,25899,5.06631685,-74.04960323
574,27001,5.7543229,-76.65015147
575,27006,8.383938499,-77.26560256
576,27025,5.636740989,-77.0842154
577,27050,5.525825084,-76.65064357
578,27073,5.503119772,-76.19796907
579,27075,6.162762775,-77.41653534
580,27077,4.492865435,-77.08271352
581,27099,6.474666885,-77.09933025
582,27135,5.359661967,-76.77255624
583,27150,7.033646541,-76.97423016
584,27160,5.389828229,-76.52264237
585,27205,5.070586101,-76.50701751
586,27245,5.810938364,-76.19189442
587,27250,4.272940191,-76.98785828
588,27361,4.586818665,-77.00090737
589,27372,7.103338868,-77.67973662
590,27413,5.585101179,-76.38544449
591,27425,6.033880098,-76.6734697
592,27430,5.110392243,-76.99593075
593,27450,4.621182739,-76.80861843
594,27491,4.853386627,-76.61823669
595,27495,5.591359844,-77.33057439
596,27580,5.190995015,-76.41996151
597,27600,5.567533337,-76.81157084
598,27615,7.389887937,-77.24067483
599,27660,4.958741345,-76.28002361
600,27745,4.594415157,-76.54194459
601,27787,5.26610158,-76.33109547
602,27800,8.117281079,-77.10372723
603,27810,5.281599258,-76.61962746
604,41001,2.993360046,-75.27236232
605,41006,1.709114446,-75.99664184
606,41013,2.26975042,-75.71632236
607,41016,3.243441923,-75.27670655
608,41020,2.49785068,-75.29134946
609,41026,2.07922808,-75.76858288
610,41078,3.135423634,-74.95797796
611,41132,2.658666675,-75.32943803
612,41206,3.262763564,-74.78516117
613,41244,2.022053305,-75.94430521
614,41298,2.172441496,-75.57131243
615,41306,2.371781539,-75.51699754
616,41319,1.984394016,-75.69693549
617,41349,2.541654161,-75.44781083
618,41357,2.691517773,-75.67383141
619,41359,1.945591321,-76.18204722
620,41378,2.156287619,-76.00679451
621,41396,2.328076586,-76.00117299
622,41483,2.576066285,-75.78693757
623,41503,2.061191362,-76.04110289
624,41518,2.40689827,-75.72803027
625,41524,2.914491967,-75.44066118
626,41530,1.68458076,-76.1478559
627,41548,2.259601773,-75.8319516
628,41551,1.848217185,-76.05217643
629,41615,2.79286115,-75.23536868
630,41660,2.100382849,-76.22897871
631,41668,1.924165493,-76.4165655
632,41676,2.926265937,-75.63359786
633,41770,1.870992095,-75.80798471
634,41791,2.130280544,-75.87534845
635,41797,2.526855132,-75.68259642
636,41799,3.030611777,-75.08536553
637,41801,2.851852692,-75.75988934
638,41807,1.950715226,-75.91757649
639,41872,3.287057875,-75.13838292
640,41885,2.646563339,-75.51592645
641,44001,11.24297214,-72.95876315
642,44035,11.22869049,-72.53209657
643,44078,10.94871677,-72.69696879
644,44090,11.09029715,-73.43568788
645,44098,10.92505107,-72.94444027
646,44110,10.63669646,-72.8858431
647,44279,10.8283716,-72.8018178
648,44378,11.09905582,-72.73842427
649,44420,10.4580941,-73.07209193
650,44430,11.38157764,-72.29500818
651,44560,11.60554263,-72.57160392
652,44650,10.81311496,-73.08659986
653,44847,11.99971986,-71.74882662
654,44855,10.4947021,-72.98623991
655,44874,10.58364755,-72.97520286
656,47001,11.12189436,-73.88527855
657,47030,10.25356475,-74.10323027
658,47053,10.64490877,-73.87972257
659,47058,9.834264955,-74.08460085
660,47161,10.3132933,-74.80834413
661,47170,10.09951961,-74.52606667
662,47189,10.85754552,-74.02500493
663,47205,10.23284801,-74.77810175
664,47245,9.114930635,-73.98105491
665,47258,10.34310988,-74.67817756
666,47268,10.65961696,-74.3251597
667,47288,10.45937818,-73.88406518
668,47318,9.248004673,-74.13968085
669,47460,9.735998134,-74.32840222
670,47541,10.15429546,-74.83178091
671,47545,9.530748654,-74.1447657
672,47551,10.43303399,-74.41251197
673,47555,9.76945611,-74.60181576
674,47570,10.84758901,-74.36057942
675,47605,10.64860351,-74.58106823
676,47660,10.10533028,-74.2644392
677,47675,10.51538178,-74.72296972
678,47692,9.380680272,-74.19797988
679,47703,9.306869548,-74.35851644
680,47707,9.503097215,-74.44419381
681,47720,9.484388135,-74.66521178
682,47745,10.89027616,-74.62966038
683,47798,9.924701267,-74.73263001
684,47960,10.11779893,-74.69115456
685,47980,10.79634658,-74.17798317
686,50001,4.09166877,-73.49291595
687,50006,3.943383008,-73.57135162
688,50110,4.519076127,-72.99548981
689,50124,4.315244759,-72.95268896
690,50150,3.805154089,-73.53886668
691,50223,3.834631516,-74.06232494
692,50226,4.232526389,-73.31477539
693,50245,4.353769888,-73.71441684
694,50251,3.60282633,-73.89445238
695,50270,3.706969785,-73.83161892
696,50287,3.382370124,-73.59625429
697,50313,3.441051399,-73.7611547
698,50318,3.947775585,-73.95983864
699,50325,3.117523361,-71.93805692
700,50330,3.154771201,-74.12454824
701,50350,2.161863917,-74.09488076
702,50370,3.047726858,-74.43066134
703,50400,3.614714873,-74.09628467
704,50450,2.752260112,-72.7210941
705,50568,4.005034467,-71.63157429
706,50573,4.014298921,-72.64570499
707,50577,3.193092925,-73.23671436
708,50590,2.758083657,-73.13780171
709,50606,4.204310977,-73.50226037
710,50680,3.84761678,-73.27583401
711,50683,3.289851171,-73.81635243
712,50686,4.471346322,-73.66041355
713,50689,3.515860962,-72.65672742
714,50711,2.811616698,-73.66652234
715,52001,1.083605497,-77.20610074
716,52019,1.469854084,-77.06880947
717,52022,0.913431916,-77.69538731
718,52036,1.245254077,-77.53115777
719,52051,1.480051172,-77.12985001
720,52079,1.44563774,-78.15621072
721,52083,1.593645287,-77.01999366
722,52110,1.315215636,-77.1163664
723,52203,1.636334379,-77.0473156
724,52207,1.209066732,-77.44063921
725,52210,0.932667458,-77.52808731
726,52215,0.78274688,-77.36805903
727,52224,0.875426999,-77.73591601
728,52227,0.944223274,-77.95958446
729,52233,1.72559011,-77.59281637
730,52240,1.386497844,-77.26969022
731,52250,2.216382295,-77.99533234
732,52254,1.512283967,-77.43050934
733,52256,1.887689437,-77.48319589
734,52258,1.409430207,-76.98526959
735,52260,1.43026376,-77.38311597
736,52287,0.957786429,-77.39532781
737,52317,0.975037904,-77.73758941
738,52320,1.151366658,-77.53011336
739,52323,0.928642623,-77.58261883
740,52352,0.980534037,-77.5186573
741,52354,1.07287697,-77.50150864
742,52356,0.497708465,-77.24047625
743,52378,1.584175998,-76.92335262
744,52381,1.338034371,-77.42293041
745,52385,1.541847847,-77.61781608
746,52390,2.56027333,-78.23506694
747,52399,1.619697376,-77.14284622
748,52405,1.900862361,-77.31220073
749,52411,1.395173084,-77.52093774
750,52418,1.672601269,-77.71054449
751,52427,1.906858429,-78.04473644
752,52435,1.155947016,-77.84664646
753,52473,2.442493698,-78.438827
754,52480,1.286775273,-77.35220367
755,52490,2.287856547,-78.31219024
756,52506,1.029815854,-77.55234944
757,52520,2.088531925,-78.59193099
758,52540,1.735354202,-77.48134359
759,52560,0.785841088,-77.52870407
760,52565,1.232864821,-77.59844212
761,52573,0.854351651,-77.35032523
762,52585,0.916769831,-77.63336954
763,52612,1.147671848,-78.05811118
764,52621,1.897581156,-78.3811163
765,52678,1.430555262,-77.69179559
766,52683,1.288105409,-77.45670068
767,52685,1.529782485,-77.02070663
768,52687,1.542139582,-77.21872693
769,52693,1.681576627,-76.97527979
770,52694,1.536823494,-77.10140325
771,52696,2.494420411,-77.98256461
772,52699,1.285179376,-77.7445744
